       D_1      total
    0.7645     0.7645
    0.6988     0.6988
    0.7027     0.7027
    0.7529     0.7529
    0.7297     0.7297
    0.7683     0.7683
    0.6950     0.6950
    0.7297     0.7297
    0.7181     0.7181
    0.7143     0.7143
    0.7915     0.7915
    0.7066     0.7066
    0.6757     0.6757
    0.6795     0.6795
    0.6988     0.6988
    0.6680     0.6680
    0.6680     0.6680
    0.6332     0.6332
    0.6448     0.6448
    0.7181     0.7181
    0.6988     0.6988
    0.7413     0.7413
    0.7181     0.7181
    0.7027     0.7027
    0.6486     0.6486
    0.6293     0.6293
    0.5946     0.5946
    0.6216     0.6216
    0.6178     0.6178
    0.6178     0.6178
    0.6062     0.6062
    0.5097     0.5097
    0.5290     0.5290
    0.5598     0.5598
    0.4942     0.4942
    0.5328     0.5328
    0.6023     0.6023
    0.6023     0.6023
    0.6100     0.6100
    0.6023     0.6023
    0.5946     0.5946
    0.5792     0.5792
    0.5174     0.5174
    0.6448     0.6448
    0.6332     0.6332
    0.6139     0.6139
    0.5792     0.5792
    0.6023     0.6023
    0.5328     0.5328
    0.5290     0.5290
    0.5714     0.5714
    0.5521     0.5521
    0.5444     0.5444
    0.6216     0.6216
    0.5753     0.5753
    0.5212     0.5212
    0.6062     0.6062
    0.5676     0.5676
    0.6139     0.6139
    0.6023     0.6023
    0.5753     0.5753
    0.5637     0.5637
    0.6139     0.6139
    0.6834     0.6834
    0.6718     0.6718
    0.6602     0.6602
    0.6834     0.6834
    0.6062     0.6062
    0.5560     0.5560
    0.6332     0.6332
    0.5869     0.5869
    0.6332     0.6332
    0.6486     0.6486
    0.6602     0.6602
    0.6216     0.6216
    0.6100     0.6100
    0.6178     0.6178
    0.6911     0.6911
    0.6371     0.6371
    0.6139     0.6139
    0.5598     0.5598
    0.6216     0.6216
    0.6950     0.6950
    0.6564     0.6564
    0.6602     0.6602
    0.6911     0.6911
    0.6718     0.6718
    0.7027     0.7027
    0.6448     0.6448
    0.7027     0.7027
    0.6178     0.6178
    0.6757     0.6757
    0.7336     0.7336
    0.7066     0.7066
    0.7104     0.7104
    0.7259     0.7259
    0.7606     0.7606
    0.7722     0.7722
    0.7104     0.7104
    0.6873     0.6873
    0.6950     0.6950
    0.6950     0.6950
    0.7104     0.7104
    0.6757     0.6757
    0.6178     0.6178
    0.6988     0.6988
    0.6834     0.6834
    0.7413     0.7413
    0.7336     0.7336
    0.7490     0.7490
    0.7683     0.7683
    0.7220     0.7220
    0.6988     0.6988
    0.7490     0.7490
    0.6834     0.6834
    0.7066     0.7066
    0.7143     0.7143
    0.6602     0.6602
    0.7259     0.7259
    0.7375     0.7375
    0.6486     0.6486
    0.6911     0.6911
    0.6795     0.6795
    0.6988     0.6988
    0.6911     0.6911
    0.6911     0.6911
    0.7529     0.7529
    0.7259     0.7259
    0.6409     0.6409
    0.6486     0.6486
    0.6332     0.6332
    0.6564     0.6564
    0.6718     0.6718
    0.5714     0.5714
    0.6641     0.6641
    0.6602     0.6602
    0.6255     0.6255
    0.6293     0.6293
    0.7220     0.7220
    0.7259     0.7259
    0.7066     0.7066
    0.6873     0.6873
    0.6718     0.6718
    0.6409     0.6409
    0.7336     0.7336
    0.7490     0.7490
    0.7375     0.7375
    0.6988     0.6988
    0.7027     0.7027
    0.7143     0.7143
    0.6486     0.6486
    0.6602     0.6602
    0.6680     0.6680
    0.7066     0.7066
    0.6602     0.6602
    0.5714     0.5714
    0.6371     0.6371
    0.7066     0.7066
    0.7838     0.7838
    0.7799     0.7799
    0.7876     0.7876
    0.7722     0.7722
    0.8417     0.8417
    0.7761     0.7761
    0.8224     0.8224
    0.7606     0.7606
    0.7606     0.7606
    0.7606     0.7606
    0.7143     0.7143
    0.7490     0.7490
    0.7336     0.7336
    0.7336     0.7336
    0.6873     0.6873
    0.7027     0.7027
    0.6834     0.6834
    0.6641     0.6641
    0.6216     0.6216
    0.6332     0.6332
    0.5714     0.5714
    0.6525     0.6525
    0.7336     0.7336
    0.6602     0.6602
    0.6757     0.6757
    0.7452     0.7452
    0.7413     0.7413
    0.7452     0.7452
    0.6950     0.6950
    0.7181     0.7181
    0.7259     0.7259
    0.7027     0.7027
    0.7606     0.7606
    0.7220     0.7220
    0.7027     0.7027
    0.6911     0.6911
    0.7297     0.7297
    0.6873     0.6873
    0.7104     0.7104
    0.7452     0.7452
    0.7490     0.7490
    0.7027     0.7027
    0.7529     0.7529
    0.5946     0.5946
    0.7490     0.7490
    0.7761     0.7761
    0.7259     0.7259
    0.7568     0.7568
    0.6950     0.6950
    0.6718     0.6718
    0.7838     0.7838
    0.6371     0.6371
    0.6680     0.6680
    0.7413     0.7413
    0.7568     0.7568
    0.7375     0.7375
    0.7529     0.7529
    0.7104     0.7104
    0.7336     0.7336
    0.7413     0.7413
    0.7645     0.7645
    0.7452     0.7452
    0.7413     0.7413
    0.7529     0.7529
    0.8185     0.8185
    0.7761     0.7761
    0.8224     0.8224
    0.7336     0.7336
    0.7490     0.7490
    0.7027     0.7027
    0.7336     0.7336
    0.7683     0.7683
    0.7336     0.7336
    0.7375     0.7375
    0.7336     0.7336
    0.7490     0.7490
    0.7181     0.7181
    0.7452     0.7452
    0.7259     0.7259
    0.7259     0.7259
    0.7452     0.7452
    0.7336     0.7336
    0.7761     0.7761
    0.7259     0.7259
    0.7645     0.7645
    0.7876     0.7876
    0.7375     0.7375
    0.7181     0.7181
    0.7529     0.7529
    0.8069     0.8069
    0.8533     0.8533
    0.8224     0.8224
    0.7761     0.7761
    0.7683     0.7683
    0.7606     0.7606
    0.7568     0.7568
    0.7876     0.7876
    0.7375     0.7375
    0.7413     0.7413
    0.7104     0.7104
    0.7143     0.7143
    0.7066     0.7066
    0.7645     0.7645
    0.7606     0.7606
    0.7413     0.7413
    0.6950     0.6950
    0.6988     0.6988
    0.6911     0.6911
    0.6757     0.6757
    0.7027     0.7027
    0.7413     0.7413
    0.7452     0.7452
    0.7413     0.7413
    0.7413     0.7413
    0.7490     0.7490
    0.7259     0.7259
    0.7259     0.7259
    0.7104     0.7104
    0.7413     0.7413
    0.7181     0.7181
    0.7413     0.7413
    0.6950     0.6950
    0.6988     0.6988
    0.6757     0.6757
    0.8069     0.8069
    0.7529     0.7529
    0.7181     0.7181
    0.8494     0.8494
    0.7799     0.7799
    0.7761     0.7761
    0.7645     0.7645
    0.7259     0.7259
    0.7336     0.7336
    0.7066     0.7066
    0.8069     0.8069
    0.7876     0.7876
    0.8069     0.8069
    0.7915     0.7915
    0.7645     0.7645
    0.7452     0.7452
    0.8224     0.8224
    0.7761     0.7761
    0.7954     0.7954
    0.7761     0.7761
    0.7375     0.7375
    0.7104     0.7104
    0.7645     0.7645
    0.7529     0.7529
    0.7375     0.7375
    0.7490     0.7490
    0.7297     0.7297
    0.6795     0.6795
    0.7181     0.7181
    0.7413     0.7413
    0.6332     0.6332
    0.6988     0.6988
    0.7066     0.7066
    0.7143     0.7143
    0.7452     0.7452
    0.7104     0.7104
    0.7104     0.7104
    0.6371     0.6371
    0.6216     0.6216
    0.7529     0.7529
    0.7954     0.7954
    0.7606     0.7606
    0.7452     0.7452
    0.7375     0.7375
    0.7606     0.7606
    0.7915     0.7915
    0.7375     0.7375
    0.7683     0.7683
    0.7838     0.7838
    0.8263     0.8263
    0.7722     0.7722
    0.7452     0.7452
    0.7722     0.7722
    0.7220     0.7220
    0.7683     0.7683
    0.7297     0.7297
    0.7722     0.7722
    0.7259     0.7259
    0.6795     0.6795
    0.6873     0.6873
    0.6950     0.6950
    0.6988     0.6988
    0.6873     0.6873
    0.7066     0.7066
    0.6988     0.6988
    0.7606     0.7606
    0.7104     0.7104
    0.7143     0.7143
    0.7220     0.7220
    0.7259     0.7259
    0.7297     0.7297
    0.7568     0.7568
    0.7413     0.7413
    0.7452     0.7452
    0.7606     0.7606
    0.7181     0.7181
    0.7568     0.7568
    0.7529     0.7529
    0.7375     0.7375
    0.7529     0.7529
    0.6873     0.6873
    0.6757     0.6757
    0.7104     0.7104
    0.7297     0.7297
    0.7181     0.7181
    0.7066     0.7066
    0.7181     0.7181
    0.7375     0.7375
    0.6873     0.6873
    0.7568     0.7568
    0.7143     0.7143
    0.7143     0.7143
    0.6525     0.6525
    0.6757     0.6757
    0.6911     0.6911
    0.6834     0.6834
    0.6680     0.6680
    0.6641     0.6641
    0.7066     0.7066
    0.6486     0.6486
    0.6873     0.6873
    0.7220     0.7220
    0.7452     0.7452
    0.6448     0.6448
    0.6911     0.6911
    0.6525     0.6525
    0.7799     0.7799
    0.7027     0.7027
    0.7220     0.7220
    0.7027     0.7027
    0.6178     0.6178
    0.6409     0.6409
    0.6062     0.6062
    0.6216     0.6216
    0.5676     0.5676
    0.5907     0.5907
    0.5792     0.5792
    0.5830     0.5830
    0.6486     0.6486
    0.5598     0.5598
    0.5985     0.5985
    0.5405     0.5405
    0.5676     0.5676
    0.6332     0.6332
    0.5521     0.5521
    0.5753     0.5753
    0.5792     0.5792
    0.6100     0.6100
    0.6525     0.6525
    0.7452     0.7452
    0.7606     0.7606
    0.7645     0.7645
    0.7606     0.7606
    0.7606     0.7606
    0.7954     0.7954
    0.7375     0.7375
    0.6873     0.6873
    0.6602     0.6602
    0.6641     0.6641
    0.7297     0.7297
    0.7181     0.7181
    0.7336     0.7336
    0.6834     0.6834
    0.7181     0.7181
    0.7143     0.7143
    0.7066     0.7066
    0.7490     0.7490
    0.7490     0.7490
    0.7297     0.7297
    0.7143     0.7143
    0.7375     0.7375
    0.6795     0.6795
    0.7413     0.7413
    0.7992     0.7992
    0.7375     0.7375
    0.7529     0.7529
    0.7606     0.7606
    0.7529     0.7529
    0.7606     0.7606
    0.7838     0.7838
    0.7722     0.7722
    0.8069     0.8069
    0.7645     0.7645
    0.7104     0.7104
    0.7915     0.7915
    0.8147     0.8147
    0.8185     0.8185
    0.7722     0.7722
    0.7683     0.7683
    0.7722     0.7722
    0.7799     0.7799
    0.7606     0.7606
    0.7259     0.7259
    0.7143     0.7143
    0.6873     0.6873
    0.5985     0.5985
    0.7181     0.7181
    0.7220     0.7220
    0.6486     0.6486
    0.6873     0.6873
    0.6216     0.6216
    0.6757     0.6757
    0.7066     0.7066
    0.6062     0.6062
    0.7220     0.7220
    0.7220     0.7220
    0.7181     0.7181
    0.7297     0.7297
    0.7143     0.7143
    0.7452     0.7452
    0.7259     0.7259
    0.7413     0.7413
    0.7645     0.7645
    0.7645     0.7645
    0.7027     0.7027
    0.7568     0.7568
    0.8031     0.8031
    0.8031     0.8031
    0.7761     0.7761
    0.7143     0.7143
    0.7722     0.7722
    0.6525     0.6525
    0.6873     0.6873
    0.7375     0.7375
    0.7490     0.7490
    0.6950     0.6950
    0.7027     0.7027
    0.7259     0.7259
    0.6718     0.6718
    0.6332     0.6332
    0.6641     0.6641
    0.6641     0.6641
    0.7143     0.7143
    0.7336     0.7336
    0.7490     0.7490
    0.6680     0.6680
    0.7066     0.7066
    0.6332     0.6332
    0.6795     0.6795
    0.6293     0.6293
    0.6911     0.6911
    0.6757     0.6757
    0.6795     0.6795
    0.6525     0.6525
    0.6795     0.6795
    0.6718     0.6718
    0.7066     0.7066
    0.6371     0.6371
    0.6988     0.6988
    0.6834     0.6834
    0.7645     0.7645
    0.7799     0.7799
    0.7568     0.7568
    0.7568     0.7568
    0.7838     0.7838
    0.7683     0.7683
    0.7722     0.7722
    0.7066     0.7066
    0.6680     0.6680
    0.6873     0.6873
    0.6178     0.6178
    0.7104     0.7104
    0.6641     0.6641
    0.6950     0.6950
    0.7066     0.7066
    0.6911     0.6911
    0.6757     0.6757
    0.6911     0.6911
    0.6564     0.6564
    0.7606     0.7606
    0.7066     0.7066
    0.7220     0.7220
    0.7375     0.7375
    0.7490     0.7490
    0.7104     0.7104
    0.6448     0.6448
    0.7336     0.7336
    0.6757     0.6757
    0.5946     0.5946
    0.6409     0.6409
    0.6409     0.6409
    0.6680     0.6680
    0.6602     0.6602
    0.6911     0.6911
    0.5869     0.5869
    0.6139     0.6139
    0.6525     0.6525
    0.6680     0.6680
    0.6023     0.6023
    0.6100     0.6100
    0.6448     0.6448
    0.6834     0.6834
    0.6178     0.6178
    0.6371     0.6371
    0.7220     0.7220
    0.7336     0.7336
    0.7645     0.7645
    0.7915     0.7915
    0.7568     0.7568
    0.7876     0.7876
    0.7220     0.7220
    0.7606     0.7606
    0.7722     0.7722
    0.7568     0.7568
    0.7838     0.7838
    0.7761     0.7761
    0.7568     0.7568
    0.7297     0.7297
    0.7490     0.7490
    0.7220     0.7220
    0.7490     0.7490
    0.7143     0.7143
    0.7413     0.7413
    0.6950     0.6950
    0.6757     0.6757
    0.7181     0.7181
    0.7375     0.7375
    0.7259     0.7259
    0.7490     0.7490
    0.7336     0.7336
    0.7413     0.7413
    0.7568     0.7568
    0.7181     0.7181
    0.7490     0.7490
    0.7568     0.7568
    0.7490     0.7490
    0.7413     0.7413
    0.7297     0.7297
    0.7143     0.7143
    0.7297     0.7297
    0.7220     0.7220
    0.7336     0.7336
    0.7799     0.7799
    0.7992     0.7992
    0.8031     0.8031
    0.8031     0.8031
    0.7220     0.7220
    0.6602     0.6602
    0.7799     0.7799
    0.6834     0.6834
    0.6371     0.6371
    0.6718     0.6718
    0.7683     0.7683
    0.7683     0.7683
    0.7838     0.7838
    0.7992     0.7992
    0.7413     0.7413
    0.7838     0.7838
    0.6950     0.6950
    0.7683     0.7683
    0.7490     0.7490
    0.7722     0.7722
    0.7452     0.7452
    0.7683     0.7683
    0.7799     0.7799
    0.7645     0.7645
    0.6988     0.6988
    0.6602     0.6602
    0.6718     0.6718
    0.6486     0.6486
    0.5869     0.5869
    0.6718     0.6718
    0.7027     0.7027
    0.7413     0.7413
    0.7490     0.7490
    0.7066     0.7066
    0.6332     0.6332
    0.6602     0.6602
    0.6486     0.6486
    0.6795     0.6795
    0.6950     0.6950
    0.6911     0.6911
    0.6988     0.6988
    0.7181     0.7181
    0.7799     0.7799
    0.7375     0.7375
    0.7336     0.7336
    0.7683     0.7683
    0.7568     0.7568
    0.7413     0.7413
    0.7761     0.7761
    0.7027     0.7027
    0.7259     0.7259
    0.7490     0.7490
    0.7336     0.7336
    0.6795     0.6795
    0.7027     0.7027
    0.7413     0.7413
    0.6718     0.6718
    0.6680     0.6680
    0.6332     0.6332
    0.6757     0.6757
    0.6795     0.6795
    0.6795     0.6795
    0.6757     0.6757
    0.7452     0.7452
    0.7761     0.7761
    0.7722     0.7722
    0.7143     0.7143
    0.7452     0.7452
    0.6834     0.6834
    0.6564     0.6564
    0.6371     0.6371
    0.6873     0.6873
    0.6448     0.6448
    0.7104     0.7104
    0.6680     0.6680
    0.6139     0.6139
    0.6988     0.6988
    0.7143     0.7143
    0.6834     0.6834
    0.6988     0.6988
    0.5907     0.5907
    0.6873     0.6873
    0.7066     0.7066
    0.6680     0.6680
    0.7645     0.7645
    0.7181     0.7181
    0.7761     0.7761
    0.7490     0.7490
    0.7104     0.7104
    0.7838     0.7838
    0.7568     0.7568
    0.7683     0.7683
    0.8224     0.8224
    0.7336     0.7336
    0.7413     0.7413
    0.6950     0.6950
    0.6757     0.6757
    0.7606     0.7606
    0.6950     0.6950
    0.7297     0.7297
    0.7722     0.7722
    0.7915     0.7915
    0.7452     0.7452
    0.7838     0.7838
    0.7104     0.7104
    0.6486     0.6486
    0.6988     0.6988
    0.7838     0.7838
    0.7683     0.7683
    0.6757     0.6757
    0.6988     0.6988
    0.7181     0.7181
    0.7297     0.7297
    0.7761     0.7761
    0.7375     0.7375
    0.7722     0.7722
    0.7645     0.7645
    0.7876     0.7876
    0.8263     0.8263
    0.6950     0.6950
    0.7722     0.7722
    0.7490     0.7490
    0.7838     0.7838
    0.7799     0.7799
    0.7568     0.7568
    0.7568     0.7568
    0.7683     0.7683
    0.8224     0.8224
    0.7259     0.7259
    0.7259     0.7259
    0.7297     0.7297
    0.7452     0.7452
    0.6988     0.6988
    0.7529     0.7529
    0.7838     0.7838
