       D_1      total
    0.8996     0.8996
    0.8803     0.8803
    0.8919     0.8919
    0.9035     0.9035
    0.8958     0.8958
    0.9382     0.9382
    0.8649     0.8649
    0.9305     0.9305
    0.9189     0.9189
    0.9073     0.9073
    0.9151     0.9151
    0.9112     0.9112
    0.9228     0.9228
    0.9575     0.9575
    0.9575     0.9575
    0.9305     0.9305
    0.8958     0.8958
    0.9035     0.9035
    0.9421     0.9421
    0.9151     0.9151
    0.9344     0.9344
    0.9112     0.9112
    0.9189     0.9189
    0.8726     0.8726
    0.9073     0.9073
    0.9266     0.9266
    0.8378     0.8378
    0.9344     0.9344
    0.9035     0.9035
    0.9459     0.9459
    0.8958     0.8958
    0.8803     0.8803
    0.8417     0.8417
    0.8880     0.8880
    0.9073     0.9073
    0.8533     0.8533
    0.9305     0.9305
    0.9344     0.9344
    0.8996     0.8996
    0.9189     0.9189
    0.9498     0.9498
    0.8687     0.8687
    0.8842     0.8842
    0.9073     0.9073
    0.9228     0.9228
    0.9537     0.9537
    0.9382     0.9382
    0.9228     0.9228
    0.9151     0.9151
    0.9421     0.9421
    0.9691     0.9691
    0.9266     0.9266
    0.9421     0.9421
    0.9035     0.9035
    0.8958     0.8958
    0.9189     0.9189
    0.9035     0.9035
    0.9344     0.9344
    0.9459     0.9459
    0.9653     0.9653
    0.9421     0.9421
    0.9189     0.9189
    0.9189     0.9189
    0.8726     0.8726
    0.8996     0.8996
    0.9151     0.9151
    0.8996     0.8996
    0.9537     0.9537
    0.9344     0.9344
    0.8996     0.8996
    0.9035     0.9035
    0.8842     0.8842
    0.9305     0.9305
    0.9459     0.9459
    0.9305     0.9305
    0.9305     0.9305
    0.8919     0.8919
    0.9691     0.9691
    0.8919     0.8919
    0.9228     0.9228
    0.9035     0.9035
    0.9344     0.9344
    0.9305     0.9305
    0.8880     0.8880
    0.9305     0.9305
    0.9498     0.9498
    0.9266     0.9266
    0.7838     0.7838
    0.8456     0.8456
    0.8301     0.8301
    0.8533     0.8533
    0.9189     0.9189
    0.8649     0.8649
    0.9035     0.9035
    0.8958     0.8958
    0.8417     0.8417
    0.8687     0.8687
    0.8764     0.8764
    0.8919     0.8919
    0.9035     0.9035
    0.8842     0.8842
    0.8417     0.8417
    0.8649     0.8649
    0.9073     0.9073
    0.8880     0.8880
    0.8610     0.8610
    0.8108     0.8108
    0.8803     0.8803
    0.8456     0.8456
    0.8687     0.8687
    0.8533     0.8533
    0.8301     0.8301
    0.8417     0.8417
    0.7838     0.7838
    0.7992     0.7992
    0.8224     0.8224
    0.8803     0.8803
    0.9035     0.9035
    0.8456     0.8456
    0.8456     0.8456
    0.8378     0.8378
    0.8456     0.8456
    0.8263     0.8263
    0.8687     0.8687
    0.9228     0.9228
    0.8919     0.8919
    0.8803     0.8803
    0.8533     0.8533
    0.9189     0.9189
    0.8649     0.8649
    0.9035     0.9035
    0.9228     0.9228
    0.8610     0.8610
    0.8417     0.8417
    0.8919     0.8919
    0.9228     0.9228
    0.9228     0.9228
    0.8958     0.8958
    0.8996     0.8996
    0.8726     0.8726
    0.8803     0.8803
    0.8764     0.8764
    0.8456     0.8456
    0.8726     0.8726
    0.9073     0.9073
    0.9035     0.9035
    0.8533     0.8533
    0.9073     0.9073
    0.8803     0.8803
    0.8919     0.8919
    0.9228     0.9228
    0.8610     0.8610
    0.9112     0.9112
    0.9189     0.9189
    0.9228     0.9228
    0.8880     0.8880
    0.8919     0.8919
    0.8919     0.8919
    0.9305     0.9305
    0.8958     0.8958
    0.9189     0.9189
    0.9266     0.9266
    0.9344     0.9344
    0.8687     0.8687
    0.8764     0.8764
    0.9112     0.9112
    0.9305     0.9305
    0.9305     0.9305
    0.9421     0.9421
    0.9614     0.9614
    0.9189     0.9189
    0.9073     0.9073
    0.9112     0.9112
    0.9305     0.9305
    0.9035     0.9035
    0.9112     0.9112
    0.9382     0.9382
    0.9498     0.9498
    0.9266     0.9266
    0.9305     0.9305
    0.9498     0.9498
    0.9382     0.9382
    0.9112     0.9112
    0.9151     0.9151
    0.9228     0.9228
    0.9228     0.9228
    0.9189     0.9189
    0.8764     0.8764
    0.9266     0.9266
    0.9151     0.9151
    0.8494     0.8494
    0.8996     0.8996
    0.8842     0.8842
    0.9305     0.9305
    0.8494     0.8494
    0.8533     0.8533
    0.8610     0.8610
    0.8958     0.8958
    0.9112     0.9112
    0.8996     0.8996
    0.8803     0.8803
    0.9382     0.9382
    0.9266     0.9266
    0.8996     0.8996
    0.8687     0.8687
    0.8842     0.8842
    0.9305     0.9305
    0.9151     0.9151
    0.9266     0.9266
    0.9073     0.9073
    0.9189     0.9189
    0.9498     0.9498
    0.9151     0.9151
    0.9421     0.9421
    0.9498     0.9498
    0.8880     0.8880
    0.8726     0.8726
    0.9305     0.9305
    0.9305     0.9305
    0.9112     0.9112
    0.9035     0.9035
    0.9266     0.9266
    0.9382     0.9382
    0.9151     0.9151
    0.9266     0.9266
    0.9421     0.9421
    0.9073     0.9073
    0.9305     0.9305
    0.8842     0.8842
    0.9305     0.9305
    0.8764     0.8764
    0.8108     0.8108
    0.8417     0.8417
    0.8919     0.8919
    0.8919     0.8919
    0.8456     0.8456
    0.9112     0.9112
    0.8726     0.8726
    0.8726     0.8726
    0.8919     0.8919
    0.8958     0.8958
    0.8996     0.8996
    0.8996     0.8996
    0.8803     0.8803
    0.9266     0.9266
    0.8340     0.8340
    0.8996     0.8996
    0.9035     0.9035
    0.8803     0.8803
    0.8610     0.8610
    0.8842     0.8842
    0.8842     0.8842
    0.8996     0.8996
    0.8958     0.8958
    0.8764     0.8764
    0.8456     0.8456
    0.9189     0.9189
    0.9073     0.9073
    0.8919     0.8919
    0.9189     0.9189
    0.8764     0.8764
    0.8571     0.8571
    0.8919     0.8919
    0.8958     0.8958
    0.9305     0.9305
    0.8880     0.8880
    0.9073     0.9073
    0.8958     0.8958
    0.9344     0.9344
    0.8919     0.8919
    0.9228     0.9228
    0.8958     0.8958
    0.9498     0.9498
    0.9614     0.9614
    0.9305     0.9305
    0.9498     0.9498
    0.9537     0.9537
    0.9073     0.9073
    0.9189     0.9189
    0.9035     0.9035
    0.8958     0.8958
    0.8726     0.8726
    0.9537     0.9537
    0.8571     0.8571
    0.9344     0.9344
    0.9151     0.9151
    0.9498     0.9498
    0.9421     0.9421
    0.8996     0.8996
    0.9305     0.9305
    0.9228     0.9228
    0.9459     0.9459
    0.9421     0.9421
    0.9498     0.9498
    0.9305     0.9305
    0.9073     0.9073
    0.9189     0.9189
    0.9189     0.9189
    0.9459     0.9459
    0.9189     0.9189
    0.9305     0.9305
    0.8687     0.8687
    0.9266     0.9266
    0.9073     0.9073
    0.8919     0.8919
    0.9151     0.9151
    0.8764     0.8764
    0.9073     0.9073
    0.8726     0.8726
    0.9344     0.9344
    0.8764     0.8764
    0.9344     0.9344
    0.9421     0.9421
    0.9305     0.9305
    0.9189     0.9189
    0.9537     0.9537
    0.9459     0.9459
    0.8571     0.8571
    0.8610     0.8610
    0.8842     0.8842
    0.9305     0.9305
    0.9112     0.9112
    0.9073     0.9073
    0.8919     0.8919
    0.9189     0.9189
    0.9305     0.9305
    0.9459     0.9459
    0.9189     0.9189
    0.8996     0.8996
    0.9266     0.9266
    0.9266     0.9266
    0.8958     0.8958
    0.9305     0.9305
    0.9305     0.9305
    0.9614     0.9614
    0.9421     0.9421
    0.9382     0.9382
    0.8649     0.8649
    0.9035     0.9035
    0.9073     0.9073
    0.9266     0.9266
    0.9421     0.9421
    0.8996     0.8996
    0.9537     0.9537
    0.9189     0.9189
    0.9151     0.9151
    0.9266     0.9266
    0.8842     0.8842
    0.9344     0.9344
    0.9228     0.9228
    0.9498     0.9498
    0.9344     0.9344
    0.8958     0.8958
    0.9189     0.9189
    0.9537     0.9537
    0.8996     0.8996
    0.9189     0.9189
    0.9575     0.9575
    0.9459     0.9459
    0.9344     0.9344
    0.9151     0.9151
    0.9151     0.9151
    0.9344     0.9344
    0.8649     0.8649
    0.9112     0.9112
    0.8610     0.8610
    0.8571     0.8571
    0.9035     0.9035
    0.9151     0.9151
    0.9189     0.9189
    0.9228     0.9228
    0.9266     0.9266
    0.8958     0.8958
    0.8147     0.8147
    0.8880     0.8880
    0.8996     0.8996
    0.8803     0.8803
    0.9266     0.9266
    0.9228     0.9228
    0.9305     0.9305
    0.8533     0.8533
    0.8803     0.8803
    0.8803     0.8803
    0.8842     0.8842
    0.8880     0.8880
    0.8533     0.8533
    0.8533     0.8533
    0.8764     0.8764
    0.8842     0.8842
    0.8649     0.8649
    0.8880     0.8880
    0.8726     0.8726
    0.8224     0.8224
    0.9073     0.9073
    0.8919     0.8919
    0.9035     0.9035
    0.9189     0.9189
    0.8919     0.8919
    0.8494     0.8494
    0.8726     0.8726
    0.8919     0.8919
    0.9112     0.9112
    0.9189     0.9189
    0.9073     0.9073
    0.8687     0.8687
    0.8958     0.8958
    0.8919     0.8919
    0.8726     0.8726
    0.9151     0.9151
    0.8764     0.8764
    0.8726     0.8726
    0.8185     0.8185
    0.8494     0.8494
    0.8031     0.8031
    0.8610     0.8610
    0.9151     0.9151
    0.9382     0.9382
    0.9151     0.9151
    0.9266     0.9266
    0.9151     0.9151
    0.9382     0.9382
    0.9266     0.9266
    0.9691     0.9691
    0.9575     0.9575
    0.9344     0.9344
    0.9228     0.9228
    0.9151     0.9151
    0.9344     0.9344
    0.9035     0.9035
    0.8764     0.8764
    0.9073     0.9073
    0.9614     0.9614
    0.9498     0.9498
    0.9498     0.9498
    0.9073     0.9073
    0.9266     0.9266
    0.9459     0.9459
    0.9382     0.9382
    0.9614     0.9614
    0.9344     0.9344
    0.9459     0.9459
    0.9382     0.9382
    0.9073     0.9073
    0.9151     0.9151
    0.9189     0.9189
    0.9073     0.9073
    0.9653     0.9653
    0.8610     0.8610
    0.9228     0.9228
    0.9614     0.9614
    0.9228     0.9228
    0.9266     0.9266
    0.9421     0.9421
    0.9498     0.9498
    0.9344     0.9344
    0.9498     0.9498
    0.9575     0.9575
    0.9151     0.9151
    0.9073     0.9073
    0.9228     0.9228
    0.9073     0.9073
    0.9537     0.9537
    0.9382     0.9382
    0.9344     0.9344
    0.9151     0.9151
    0.8880     0.8880
    0.8263     0.8263
    0.8842     0.8842
    0.8803     0.8803
    0.8571     0.8571
    0.8880     0.8880
    0.8726     0.8726
    0.8610     0.8610
    0.9073     0.9073
    0.9189     0.9189
    0.9266     0.9266
    0.9421     0.9421
    0.9498     0.9498
    0.8842     0.8842
    0.9498     0.9498
    0.8880     0.8880
    0.9073     0.9073
    0.9151     0.9151
    0.9112     0.9112
    0.9035     0.9035
    0.9305     0.9305
    0.9344     0.9344
    0.9305     0.9305
    0.9266     0.9266
    0.9228     0.9228
    0.8764     0.8764
    0.9382     0.9382
    0.9382     0.9382
    0.9189     0.9189
    0.9421     0.9421
    0.9537     0.9537
    0.8958     0.8958
    0.9537     0.9537
    0.9421     0.9421
    0.9073     0.9073
    0.9035     0.9035
    0.9382     0.9382
    0.9073     0.9073
    0.9344     0.9344
    0.9344     0.9344
    0.9305     0.9305
    0.9228     0.9228
    0.9344     0.9344
    0.9228     0.9228
    0.9421     0.9421
    0.9459     0.9459
    0.9575     0.9575
    0.9228     0.9228
    0.9575     0.9575
    0.8919     0.8919
    0.9459     0.9459
    0.9459     0.9459
    0.9344     0.9344
    0.9459     0.9459
    0.9228     0.9228
    0.8842     0.8842
    0.9151     0.9151
    0.9073     0.9073
    0.9575     0.9575
    0.9498     0.9498
    0.9112     0.9112
    0.9614     0.9614
    0.8880     0.8880
    0.9266     0.9266
    0.9459     0.9459
    0.8842     0.8842
    0.9344     0.9344
    0.9344     0.9344
    0.9228     0.9228
    0.9151     0.9151
    0.8958     0.8958
    0.8687     0.8687
    0.8649     0.8649
    0.8687     0.8687
    0.7954     0.7954
    0.8803     0.8803
    0.8108     0.8108
    0.8880     0.8880
    0.8649     0.8649
    0.8803     0.8803
    0.8958     0.8958
    0.8571     0.8571
    0.8571     0.8571
    0.8919     0.8919
    0.9073     0.9073
    0.9112     0.9112
    0.8803     0.8803
    0.8687     0.8687
    0.8031     0.8031
    0.9112     0.9112
    0.8958     0.8958
    0.8803     0.8803
    0.9189     0.9189
    0.9073     0.9073
    0.8726     0.8726
    0.8919     0.8919
    0.9653     0.9653
    0.9459     0.9459
    0.9266     0.9266
    0.9035     0.9035
    0.8842     0.8842
    0.9073     0.9073
    0.9266     0.9266
    0.9305     0.9305
    0.9189     0.9189
    0.9073     0.9073
    0.9073     0.9073
    0.9614     0.9614
    0.9575     0.9575
    0.9305     0.9305
    0.9228     0.9228
    0.9421     0.9421
    0.9305     0.9305
    0.9189     0.9189
    0.9228     0.9228
    0.9421     0.9421
    0.9073     0.9073
    0.8842     0.8842
    0.9305     0.9305
    0.9228     0.9228
    0.9459     0.9459
    0.9073     0.9073
    0.9537     0.9537
    0.9151     0.9151
    0.9305     0.9305
    0.8919     0.8919
    0.9112     0.9112
    0.9151     0.9151
    0.9035     0.9035
    0.9575     0.9575
    0.9035     0.9035
    0.9459     0.9459
    0.9498     0.9498
    0.9073     0.9073
    0.8996     0.8996
    0.9151     0.9151
    0.8417     0.8417
    0.9151     0.9151
    0.9305     0.9305
    0.9344     0.9344
    0.9112     0.9112
    0.9344     0.9344
    0.9073     0.9073
    0.9112     0.9112
    0.8880     0.8880
    0.8842     0.8842
    0.9382     0.9382
    0.9228     0.9228
    0.9228     0.9228
    0.8958     0.8958
    0.9228     0.9228
    0.9344     0.9344
    0.8803     0.8803
    0.9344     0.9344
    0.8880     0.8880
    0.8996     0.8996
    0.9382     0.9382
    0.9073     0.9073
    0.9305     0.9305
    0.9228     0.9228
    0.9266     0.9266
    0.9073     0.9073
    0.9459     0.9459
    0.8108     0.8108
    0.9073     0.9073
    0.8919     0.8919
    0.9305     0.9305
    0.8996     0.8996
    0.9653     0.9653
    0.8842     0.8842
    0.8996     0.8996
    0.9344     0.9344
    0.9421     0.9421
    0.9537     0.9537
    0.8726     0.8726
    0.8958     0.8958
    0.9035     0.9035
    0.8958     0.8958
    0.9035     0.9035
    0.8919     0.8919
    0.9614     0.9614
    0.9344     0.9344
    0.9073     0.9073
    0.9151     0.9151
    0.9151     0.9151
    0.9151     0.9151
    0.9421     0.9421
    0.8456     0.8456
    0.9266     0.9266
    0.9459     0.9459
    0.8764     0.8764
    0.8533     0.8533
    0.9073     0.9073
    0.9189     0.9189
    0.9421     0.9421
    0.9382     0.9382
    0.9073     0.9073
    0.8687     0.8687
    0.8842     0.8842
    0.9421     0.9421
    0.9112     0.9112
    0.9189     0.9189
    0.9073     0.9073
    0.9073     0.9073
    0.9421     0.9421
    0.8726     0.8726
    0.8842     0.8842
    0.9305     0.9305
    0.9266     0.9266
    0.9073     0.9073
    0.8842     0.8842
    0.8456     0.8456
    0.8842     0.8842
    0.8996     0.8996
    0.8842     0.8842
    0.8610     0.8610
    0.8803     0.8803
    0.9459     0.9459
    0.9305     0.9305
    0.9189     0.9189
    0.9266     0.9266
    0.8687     0.8687
    0.8764     0.8764
    0.8996     0.8996
    0.8919     0.8919
    0.8494     0.8494
    0.8880     0.8880
    0.8610     0.8610
    0.8687     0.8687
    0.9073     0.9073
    0.9035     0.9035
    0.8764     0.8764
    0.8378     0.8378
    0.8031     0.8031
    0.8919     0.8919
    0.8147     0.8147
    0.8378     0.8378
    0.8301     0.8301
    0.8880     0.8880
    0.8726     0.8726
    0.8571     0.8571
    0.8996     0.8996
    0.8880     0.8880
    0.8494     0.8494
    0.9035     0.9035
    0.8494     0.8494
    0.8417     0.8417
    0.8803     0.8803
    0.8340     0.8340
    0.8340     0.8340
    0.8224     0.8224
    0.8958     0.8958
    0.9266     0.9266
    0.9189     0.9189
    0.9228     0.9228
    0.9228     0.9228
    0.8378     0.8378
    0.8378     0.8378
    0.8958     0.8958
    0.9112     0.9112
    0.9035     0.9035
    0.8687     0.8687
    0.8842     0.8842
    0.8764     0.8764
